vendor_id,quarter,composite,accel_flag,stall_flag,tier,composite_naive,naive_accel_flag,naive_stall_flag
V0001,2023Q1,50.0,False,False,C,50.0,False,False
V0001,2023Q2,73.11320754716982,False,False,C,84.90566037735849,False,False
V0001,2023Q3,73.07692307692308,False,False,C,96.15384615384616,True,False
V0001,2023Q4,32.69230769230769,False,True,C,1.9230769230769231,False,True
V0001,2024Q1,51.470588235294116,False,False,C,58.82352941176471,False,False
V0001,2024Q2,38.72549019607843,False,False,C,15.686274509803921,False,False
V0001,2024Q3,39.0,False,False,C,38.0,False,False
V0001,2024Q4,29.0,False,False,C,92.0,True,False
V0001,2025Q1,65.0,True,False,C,90.0,True,False
V0001,2025Q2,32.0,False,True,C,10.0,False,True
V0001,2025Q3,73.0,True,False,C,100.0,True,False
V0001,2025Q4,35.0,False,True,C,20.0,False,True
V0002,2023Q1,50.0,False,False,B,50.0,False,False
V0002,2023Q2,55.711175616835995,False,False,B,34.042089985486214,False,False
V0002,2023Q3,47.04329263725563,False,False,B,52.20582727885552,False,False
V0002,2023Q4,39.15437045914163,False,False,B,24.898883978728183,False,True
V0002,2024Q1,42.67316394013226,False,False,B,50.203039795799974,False,False
V0002,2024Q2,25.010283833813247,False,True,B,33.95428101310454,False,False
V0002,2024Q3,65.1417004048583,True,False,B,71.08502024291498,True,False
V0002,2024Q4,29.10121457489879,False,True,B,29.336032388663966,False,True
V0002,2025Q1,43.506072874493924,False,False,B,62.25101214574899,False,False
V0002,2025Q2,58.412955465587046,True,False,B,79.58704453441297,True,False
V0002,2025Q3,63.07692307692307,False,False,B,75.12820512820512,False,False
V0002,2025Q4,84.66666666666666,True,False,B,84.25641025641025,False,False
V0003,2023Q1,50.0,False,False,A,50.0,False,False
V0003,2023Q2,35.29753265602322,False,False,A,36.21915820029027,False,False
V0003,2023Q3,26.591641075574863,False,True,A,22.208074301550447,False,True
V0003,2023Q4,61.71992821720522,True,False,A,72.15198365073255,True,False
V0003,2024Q1,13.953488372093023,False,True,B,13.953488372093023,False,True
V0003,2024Q2,26.162790697674417,False,False,C,2.3255813953488373,False,True
V0003,2024Q3,27.325581395348838,False,False,C,4.651162790697675,False,False
V0003,2024Q4,38.372093023255815,False,False,C,23.25581395348837,False,False
V0003,2025Q1,38.372093023255815,False,False,C,25.581395348837212,False,False
V0003,2025Q2,37.20930232558139,False,False,C,23.25581395348837,False,False
V0003,2025Q3,35.46511627906977,False,False,C,20.930232558139537,False,False
V0003,2025Q4,34.883720930232556,False,False,C,18.6046511627907,False,False
V0004,2023Q1,50.0,False,False,C,50.0,False,False
V0004,2023Q2,61.25,False,False,C,71.25,False,False
V0004,2023Q3,64.24050632911391,False,False,C,79.74683544303798,True,False
V0004,2023Q4,53.481012658227854,False,False,C,53.164556962025316,False,False
V0004,2024Q1,35.8974358974359,False,True,C,20.51282051282051,False,True
V0004,2024Q2,46.42857142857143,False,False,C,42.857142857142854,False,False
V0004,2024Q3,58.55263157894737,True,False,C,65.78947368421053,True,False
V0004,2024Q4,30.921052631578945,False,True,C,57.894736842105274,False,False
V0004,2025Q1,62.5,True,False,C,42.10526315789473,False,True
V0004,2025Q2,50.65789473684211,False,False,C,55.26315789473685,False,False
V0004,2025Q3,51.66666666666667,False,False,C,54.666666666666664,False,False
V0004,2025Q4,73.66666666666667,True,False,C,97.33333333333334,True,False
V0005,2023Q1,50.0,False,False,C,50.0,False,False
V0005,2023Q2,46.875,False,False,C,47.5,False,False
V0005,2023Q3,66.77215189873417,True,False,C,82.27848101265823,True,False
V0005,2023Q4,42.088607594936704,False,False,C,37.9746835443038,False,True
V0005,2024Q1,32.05128205128205,False,True,C,11.538461538461538,False,True
V0005,2024Q2,41.23376623376623,False,False,C,24.675324675324674,False,False
V0005,2024Q3,42.10526315789474,False,False,C,36.84210526315789,False,False
V0005,2024Q4,65.13157894736842,True,False,C,81.57894736842105,True,False
V0005,2025Q1,74.34210526315789,True,False,C,98.68421052631578,True,False
V0005,2025Q2,42.10526315789474,False,True,C,40.78947368421053,False,True
V0005,2025Q3,63.0,False,False,C,68.0,False,False
V0005,2025Q4,61.666666666666664,False,False,C,73.33333333333333,True,False
V0006,2023Q1,50.0,False,False,B,50.0,False,False
V0006,2023Q2,26.29898403483309,False,False,B,23.30188679245283,False,False
V0006,2023Q3,27.915511946670662,False,False,B,63.862257508800845,True,False
V0006,2023Q4,18.114747958954386,False,False,B,16.946296157591192,False,True
V0006,2024Q1,35.909038171481605,False,False,B,28.158719108945355,False,False
V0006,2024Q2,17.899747311512016,False,False,B,23.329611564905683,False,False
V0006,2024Q3,22.307692307692307,False,False,B,74.34817813765183,True,False
V0006,2024Q4,39.473684210526315,False,False,B,34.51012145748988,False,False
V0006,2025Q1,15.149797570850202,False,True,B,19.538461538461537,False,True
V0006,2025Q2,21.538461538461537,False,False,B,34.40485829959514,False,False
V0006,2025Q3,11.333333333333334,False,False,B,9.948717948717949,False,True
V0006,2025Q4,85.8974358974359,True,False,B,86.3076923076923,True,False
V0007,2023Q1,50.0,False,False,C,50.0,False,False
V0007,2023Q2,42.5,False,False,C,32.5,False,False
V0007,2023Q3,40.822784810126585,False,False,C,37.9746835443038,False,False
V0007,2023Q4,57.91139240506329,True,False,C,65.82278481012658,True,False
V0007,2024Q1,46.15384615384615,False,False,C,48.71794871794872,False,False
V0007,2024Q2,65.9090909090909,False,False,C,75.32467532467533,True,False
V0007,2024Q3,38.15789473684211,False,True,C,25.0,False,True
V0007,2024Q4,51.973684210526315,False,False,C,53.94736842105264,False,False
V0007,2025Q1,52.631578947368425,False,False,C,81.57894736842105,True,False
V0007,2025Q2,67.76315789473684,True,False,C,44.73684210526316,False,True
V0007,2025Q3,30.333333333333336,False,True,C,12.000000000000002,False,True
V0007,2025Q4,72.33333333333333,True,False,C,93.33333333333333,True,False
V0008,2023Q1,50.0,False,False,A,50.0,False,False
V0008,2023Q2,60.56603773584905,False,False,A,49.73149492017416,False,False
V0008,2023Q3,48.629316156093175,False,False,A,67.26836941053105,True,False
V0008,2023Q4,12.767062566517966,False,True,A,20.452661850954463,False,True
V0008,2024Q1,57.804816023010275,True,False,A,71.88466799957908,True,False
V0008,2024Q2,60.408620107662514,True,False,A,64.61518645513173,True,False
V0008,2024Q3,74.2391676866585,True,False,A,52.86279069767441,False,False
V0008,2024Q4,55.81199510403917,False,False,A,41.756181150550795,False,True
V0008,2025Q1,64.39987760097918,False,False,A,60.071970624235,False,False
V0008,2025Q2,37.45275397796817,False,True,A,47.52986536107711,False,False
V0008,2025Q3,58.806976744186045,False,False,A,64.48217054263566,False,False
V0008,2025Q4,44.751937984496124,False,False,A,43.40465116279069,False,False
V0009,2023Q1,50.0,False,False,A,50.0,False,False
V0009,2023Q2,40.05079825834543,False,False,A,41.50943396226415,False,False
V0009,2023Q3,35.259531121264324,False,False,A,40.03258182907647,False,False
V0009,2023Q4,29.853886913792714,False,False,A,27.30916419465139,False,False
V0009,2024Q1,53.71444105370234,False,False,A,44.96273106738223,False,False
V0009,2024Q2,58.46749693534919,True,False,A,48.596922912928385,False,False
V0009,2024Q3,52.404895960832306,False,False,A,39.971970624235,False,False
V0009,2024Q4,59.02766217870257,False,False,A,59.52068543451652,True,False
V0009,2025Q1,57.76022031823746,False,False,A,54.509424724602205,False,False
V0009,2025Q2,55.69253365973072,False,False,A,53.81150550795593,False,False
V0009,2025Q3,70.8232558139535,False,False,A,64.43720930232558,False,False
V0009,2025Q4,58.35116279069767,False,False,A,62.954263565891466,False,False
V0010,2023Q1,50.0,False,False,C,50.0,False,False
V0010,2023Q2,69.375,False,False,C,91.25,False,False
V0010,2023Q3,25.632911392405063,False,True,C,1.2658227848101267,False,True
V0010,2023Q4,38.92405063291139,False,False,C,36.708860759493675,False,False
V0010,2024Q1,66.66666666666666,True,False,C,78.2051282051282,True,False
V0010,2024Q2,61.36363636363637,False,False,C,72.72727272727273,True,False
V0010,2024Q3,50.0,False,False,C,50.0,False,False
V0010,2024Q4,50.0,False,False,C,50.0,False,False
V0010,2025Q1,50.0,False,False,C,50.0,False,False
V0010,2025Q2,50.0,False,False,C,50.0,False,False
V0010,2025Q3,50.0,False,False,C,50.0,False,False
V0010,2025Q4,50.0,False,False,C,50.0,False,False
V0011,2023Q1,50.0,False,False,B,50.0,False,False
V0011,2023Q2,85.92888243831639,False,False,B,73.25108853410741,False,False
V0011,2023Q3,52.758220358025625,False,False,B,67.79267470601452,False,False
V0011,2023Q4,80.87970938506479,False,False,B,65.22919631488278,False,False
V0011,2024Q1,59.86773407587888,False,False,B,62.58266620257571,False,False
V0011,2024Q2,66.19850737497796,False,False,B,70.67050596462362,False,False
V0011,2024Q3,34.793522267206484,False,True,B,58.16194331983805,False,False
V0011,2024Q4,67.1255060728745,True,False,B,69.89473684210527,False,False
V0011,2025Q1,33.554655870445345,False,True,B,26.226720647773277,False,True
V0011,2025Q2,81.46558704453442,True,False,B,78.52631578947368,True,False
V0011,2025Q3,60.0,False,False,B,52.1025641025641,False,False
V0011,2025Q4,46.66666666666667,False,False,B,46.66666666666667,False,False
V0012,2023Q1,50.0,False,False,C,50.0,False,False
V0012,2023Q2,65.625,False,False,C,80.0,False,False
V0012,2023Q3,69.30379746835442,False,False,C,87.34177215189874,True,False
V0012,2023Q4,55.37974683544304,False,False,C,62.0253164556962,False,False
V0012,2024Q1,62.82051282051282,False,False,C,75.64102564102564,False,False
V0012,2024Q2,51.62337662337662,False,False,C,57.14285714285714,False,False
V0012,2024Q3,57.23684210526316,False,False,C,59.210526315789465,False,False
